,Channel,Content,Date Sent,Timestamp
194,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4358,9/21/2021 0:09, 9/20/2021 08:09:03 PM
195,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 33905,9/20/2021 23:56, 9/20/2021 07:56:02 PM
196,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4350,9/20/2021 20:00, 9/20/2021 04:00:03 PM
197,TickTools S&P500, X-TICK top 7 percentile buyer capitulation X-TICK confirmed at: 4323.50,9/20/2021 19:35, 9/20/2021 03:35:02 PM
198,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4313,9/20/2021 19:29, 9/20/2021 03:29:02 PM
199,TickTools S&P500, X-TICK top 13 percentile seller capitulation X-TICK confirmed at: 4298.75,9/20/2021 19:11, 9/20/2021 03:11:02 PM
200,TickTools S&P500, top 23 percentile seller Exhaustion confirmed at: 4301.50,9/20/2021 18:47, 9/20/2021 02:47:02 PM
201,TickTools S&P500, top 17 percentile buyer Exhaustion confirmed at: 4329.50,9/20/2021 17:42, 9/20/2021 01:42:02 PM
202,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 33718,9/20/2021 17:40, 9/20/2021 01:40:03 PM
203,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 33752,9/20/2021 16:12, 9/20/2021 12:12:02 PM
204,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 33883,9/20/2021 15:42, 9/20/2021 11:42:02 AM
205,TickTools S&P500, top 22 percentile buyer Exhaustion confirmed at: 4353.25,9/20/2021 15:07, 9/20/2021 11:07:02 AM
206,TickTools S&P500, top 28 percentile buyer Exhaustion confirmed at: 4359.75,9/20/2021 14:38, 9/20/2021 10:38:02 AM
207,TickTools S&P500, top 65 percentile buyer Exhaustion confirmed at: 4357.25,9/20/2021 14:32, 9/20/2021 10:32:02 AM
208,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34095,9/20/2021 13:53, 9/20/2021 09:53:02 AM
209,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4371.25,9/20/2021 13:46, 9/20/2021 09:46:01 AM
210,TickTools S&P500, X-TICK top  percentile seller capitulation X-TICK confirmed at: 4344.75,9/20/2021 13:32, 9/20/2021 09:32:02 AM
211,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 33937,9/20/2021 13:23, 9/20/2021 09:23:02 AM
212,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 33914,9/20/2021 13:20, 9/20/2021 09:20:03 AM
213,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 33832,9/20/2021 11:33, 9/20/2021 07:33:02 AM
214,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4352.25,9/20/2021 11:31, 9/20/2021 07:31:01 AM
215,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 33848,9/20/2021 11:31, 9/20/2021 07:31:01 AM
216,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4356.25,9/20/2021 9:51, 9/20/2021 05:51:03 AM
217,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 33873,9/20/2021 9:47, 9/20/2021 05:47:03 AM
218,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4359,9/20/2021 9:43, 9/20/2021 05:43:02 AM
219,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 33896,9/20/2021 9:26, 9/20/2021 05:26:03 AM
220,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4360,9/20/2021 9:26, 9/20/2021 05:26:02 AM
221,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 33955,9/20/2021 8:26, 9/20/2021 04:26:02 AM
222,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4370.50,9/20/2021 8:04, 9/20/2021 04:04:02 AM
223,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4371.50,9/20/2021 7:58, 9/20/2021 03:58:01 AM
224,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4372.75,9/20/2021 7:26, 9/20/2021 03:26:02 AM
225,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4373,9/20/2021 7:18, 9/20/2021 03:18:01 AM
226,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 33992,9/20/2021 7:18, 9/20/2021 03:18:01 AM
227,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4376.50,9/20/2021 6:39, 9/20/2021 02:39:02 AM
228,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34008,9/20/2021 6:39, 9/20/2021 02:39:02 AM
229,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4380,9/20/2021 6:19, 9/20/2021 02:19:02 AM
230,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34049,9/20/2021 6:19, 9/20/2021 02:19:01 AM
231,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4381.25,9/20/2021 3:03, 9/19/2021 11:03:02 PM
232,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4383.25,9/20/2021 2:59, 9/19/2021 10:59:01 PM
233,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4385,9/20/2021 2:58, 9/19/2021 10:58:01 PM
234,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4385.50,9/20/2021 2:49, 9/19/2021 10:49:01 PM
235,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4387,9/20/2021 2:47, 9/19/2021 10:47:02 PM
236,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34326,9/19/2021 22:26, 9/19/2021 06:26:02 PM
237,TickTools S&P500, top 33 percentile seller Exhaustion confirmed at: 4417.75,9/17/2021 19:51, 9/17/2021 03:51:04 PM
238,TickTools S&P500, top 53 percentile seller Exhaustion confirmed at: 4422.75,9/17/2021 17:34, 9/17/2021 01:34:03 PM
239,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34532,9/17/2021 16:41, 9/17/2021 12:41:02 PM
240,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4434.50,9/17/2021 16:11, 9/17/2021 12:11:03 PM
241,TickTools S&P500, top 18 percentile seller Exhaustion confirmed at: 4424.25,9/17/2021 15:35, 9/17/2021 11:35:03 AM
242,TickTools S&P500, top 38 percentile buyer Exhaustion confirmed at: 4435.25,9/17/2021 15:18, 9/17/2021 11:18:03 AM
243,TickTools S&P500, top 41 percentile seller Exhaustion confirmed at: 4424.50,9/17/2021 15:12, 9/17/2021 11:12:03 AM
244,TickTools S&P500, top 58 percentile buyer Exhaustion confirmed at: 4432.75,9/17/2021 14:57, 9/17/2021 10:57:02 AM
245,TickTools S&P500, top 58 percentile seller Exhaustion confirmed at: 4441.50,9/17/2021 13:52, 9/17/2021 09:52:03 AM
246,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34651,9/17/2021 13:43, 9/17/2021 09:43:03 AM
247,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34519,9/17/2021 13:31, 9/17/2021 09:31:03 AM
248,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34587,9/17/2021 9:16, 9/17/2021 05:16:04 AM
249,TickTools S&P500, top 51 percentile seller Exhaustion confirmed at: 4467,9/16/2021 19:32, 9/16/2021 03:32:02 PM
250,TickTools S&P500, top 54 percentile seller Exhaustion confirmed at: 4470,9/16/2021 19:21, 9/16/2021 03:21:04 PM
251,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4470.75,9/16/2021 19:06, 9/16/2021 03:06:03 PM
252,TickTools S&P500, top 18 percentile buyer Exhaustion confirmed at: 4460.75,9/16/2021 18:02, 9/16/2021 02:02:02 PM
253,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4458.50,9/16/2021 17:54, 9/16/2021 01:54:04 PM
254,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4452.25,9/16/2021 16:21, 9/16/2021 12:21:03 PM
255,TickTools S&P500, top 52 percentile buyer Exhaustion confirmed at: 4443.25,9/16/2021 15:27, 9/16/2021 11:27:02 AM
256,TickTools S&P500, top 64 percentile buyer Exhaustion confirmed at: 4444.50,9/16/2021 15:15, 9/16/2021 11:15:02 AM
257,TickTools S&P500, top 34 percentile seller Exhaustion confirmed at: 4442.50,9/16/2021 14:44, 9/16/2021 10:44:03 AM
258,TickTools S&P500, top 46 percentile seller Exhaustion confirmed at: 4444.25,9/16/2021 14:06, 9/16/2021 10:06:02 AM
259,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4450.25,9/16/2021 14:01, 9/16/2021 10:01:02 AM
260,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34568,9/16/2021 14:01, 9/16/2021 10:01:02 AM
261,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34618,9/16/2021 13:54, 9/16/2021 09:54:03 AM
262,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4454.50,9/16/2021 13:54, 9/16/2021 09:54:02 AM
263,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34662,9/16/2021 13:46, 9/16/2021 09:46:02 AM
264,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4460,9/16/2021 13:46, 9/16/2021 09:46:02 AM
265,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34738,9/16/2021 12:52, 9/16/2021 08:52:02 AM
266,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34717,9/16/2021 12:33, 9/16/2021 08:33:03 AM
267,TickTools S&P500, top 39 percentile seller Exhaustion confirmed at: 4471,9/15/2021 19:25, 9/15/2021 03:25:02 PM
268,TickTools S&P500, top 38 percentile buyer Exhaustion confirmed at: 4464.75,9/15/2021 16:45, 9/15/2021 12:45:03 PM
269,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4464.75,9/15/2021 16:45, 9/15/2021 12:45:02 PM
270,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34647,9/15/2021 16:41, 9/15/2021 12:41:03 PM
271,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4461.25,9/15/2021 16:41, 9/15/2021 12:41:02 PM
272,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4447,9/15/2021 15:07, 9/15/2021 11:07:02 AM
273,TickTools S&P500, top 39 percentile seller Exhaustion confirmed at: 4436,9/15/2021 14:45, 9/15/2021 10:45:01 AM
274,TickTools S&P500, top 58 percentile buyer Exhaustion confirmed at: 4444.25,9/15/2021 14:34, 9/15/2021 10:34:02 AM
275,TickTools S&P500, top 58 percentile seller Exhaustion confirmed at: 4432.25,9/15/2021 14:16, 9/15/2021 10:16:02 AM
276,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4432.25,9/15/2021 14:16, 9/15/2021 10:16:01 AM
277,TickTools S&P500, top 67 percentile buyer Exhaustion confirmed at: 4447.50,9/15/2021 13:52, 9/15/2021 09:52:02 AM
278,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4440.50,9/15/2021 12:44, 9/15/2021 08:44:02 AM
279,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4438.75,9/14/2021 20:07, 9/14/2021 04:07:02 PM
280,TickTools S&P500, top 41 percentile buyer Exhaustion confirmed at: 4433.50,9/14/2021 19:24, 9/14/2021 03:24:02 PM
281,TickTools S&P500, top 20 percentile seller Exhaustion confirmed at: 4427.75,9/14/2021 18:39, 9/14/2021 02:39:02 PM
282,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4431.25,9/14/2021 18:21, 9/14/2021 02:21:01 PM
283,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4433.75,9/14/2021 17:11, 9/14/2021 01:11:01 PM
284,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34499,9/14/2021 17:00, 9/14/2021 01:00:02 PM
285,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4440.25,9/14/2021 17:00, 9/14/2021 01:00:01 PM
286,TickTools S&P500, top 29 percentile seller Exhaustion confirmed at: 4444.50,9/14/2021 16:43, 9/14/2021 12:43:02 PM
287,TickTools S&P500, top 35 percentile seller Exhaustion confirmed at: 4444.75,9/14/2021 14:28, 9/14/2021 10:28:01 AM
288,TickTools S&P500, top 44 percentile seller Exhaustion confirmed at: 4445.75,9/14/2021 14:04, 9/14/2021 10:04:01 AM
289,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4447.75,9/14/2021 14:01, 9/14/2021 10:01:01 AM
290,TickTools S&P500, top 57 percentile buyer Exhaustion confirmed at: 4477.25,9/14/2021 13:32, 9/14/2021 09:32:01 AM
291,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4451.50,9/14/2021 11:54, 9/14/2021 07:54:02 AM
292,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34671,9/14/2021 11:54, 9/14/2021 07:54:02 AM
293,TickTools S&P500, top 25 percentile buyer Exhaustion confirmed at: 4447.75,9/13/2021 19:15, 9/13/2021 03:15:01 PM
294,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34578,9/13/2021 19:07, 9/13/2021 03:07:01 PM
295,TickTools S&P500, top 49 percentile buyer Exhaustion confirmed at: 4444,9/13/2021 18:51, 9/13/2021 02:51:02 PM
296,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34624,9/13/2021 17:41, 9/13/2021 01:41:01 PM
297,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4445.50,9/13/2021 17:30, 9/13/2021 01:30:01 PM
298,TickTools S&P500, top 19 percentile seller Exhaustion confirmed at: 4442.25,9/13/2021 15:19, 9/13/2021 11:19:00 AM
299,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34679,9/13/2021 15:15, 9/13/2021 11:15:02 AM
300,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4445.75,9/13/2021 15:15, 9/13/2021 11:15:00 AM
301,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4449,9/13/2021 15:14, 9/13/2021 11:14:01 AM
302,TickTools S&P500, top 34 percentile seller Exhaustion confirmed at: 4452.50,9/13/2021 15:12, 9/13/2021 11:12:00 AM
303,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34731,9/13/2021 15:11, 9/13/2021 11:11:01 AM
304,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34803,9/13/2021 14:41, 9/13/2021 10:41:00 AM
305,TickTools S&P500, top 44 percentile seller Exhaustion confirmed at: 4452,9/13/2021 14:10, 9/13/2021 10:10:01 AM
306,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4456,9/13/2021 14:02, 9/13/2021 10:02:00 AM
307,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4463.75,9/13/2021 13:42, 9/13/2021 09:42:00 AM
308,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4470.25,9/13/2021 13:40, 9/13/2021 09:40:01 AM
309,TickTools S&P500, X-TICK top 2 percentile buyer capitulation X-TICK confirmed at: 4483.50,9/13/2021 13:32, 9/13/2021 09:32:01 AM
310,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4461.25,9/13/2021 6:01, 9/13/2021 02:01:01 AM
311,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34545,9/10/2021 19:37, 9/10/2021 03:37:03 PM
312,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4458.25,9/10/2021 19:36, 9/10/2021 03:36:03 PM
313,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4462.25,9/10/2021 19:24, 9/10/2021 03:24:03 PM
314,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4463.75,9/10/2021 19:20, 9/10/2021 03:20:03 PM
315,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4464.50,9/10/2021 19:15, 9/10/2021 03:15:03 PM
316,TickTools S&P500, X-TICK top 15 percentile seller capitulation X-TICK confirmed at: 4468,9/10/2021 14:57, 9/10/2021 10:57:03 AM
317,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4468,9/10/2021 14:56, 9/10/2021 10:56:02 AM
318,TickTools S&P500, top 52 percentile seller Exhaustion confirmed at: 4472.25,9/10/2021 14:35, 9/10/2021 10:35:03 AM
319,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4475.50,9/10/2021 14:32, 9/10/2021 10:32:02 AM
320,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34824,9/10/2021 13:46, 9/10/2021 09:46:02 AM
321,TickTools S&P500, X-TICK top 9 percentile buyer capitulation X-TICK confirmed at: 4509.25,9/10/2021 13:34, 9/10/2021 09:34:02 AM
322,TickTools S&P500, top 39 percentile buyer Exhaustion confirmed at: 4495.50,9/9/2021 19:46, 9/09/2021 03:46:02 PM
323,TickTools S&P500, top 49 percentile buyer Exhaustion confirmed at: 4488.75,9/9/2021 18:09, 9/09/2021 02:09:03 PM
324,TickTools S&P500, X-TICK top 2 percentile seller capitulation X-TICK confirmed at: 4488,9/9/2021 17:25, 9/09/2021 01:25:02 PM
325,TickTools S&P500, top 44 percentile seller Exhaustion confirmed at: 4499,9/9/2021 16:20, 9/09/2021 12:20:03 PM
326,TickTools S&P500, top 51 percentile seller Exhaustion confirmed at: 4502.25,9/9/2021 15:29, 9/09/2021 11:29:02 AM
327,TickTools S&P500, top 68 percentile buyer Exhaustion confirmed at: 4519.75,9/9/2021 14:32, 9/09/2021 10:32:03 AM
328,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34884,9/9/2021 11:56, 9/09/2021 07:56:04 AM
329,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34768,9/9/2021 7:22, 9/09/2021 03:22:07 AM
330,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34916,9/9/2021 4:01, 9/09/2021 12:01:33 AM
331,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34874,9/8/2021 22:31, 9/08/2021 06:31:55 PM
332,TickTools S&P500, top 33 percentile buyer Exhaustion confirmed at: 4513.75,9/8/2021 18:06, 9/08/2021 02:06:01 PM
333,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4511.25,9/8/2021 16:25, 9/08/2021 12:25:02 PM
334,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4509.75,9/8/2021 16:20, 9/08/2021 12:20:02 PM
335,TickTools S&P500, top 44 percentile buyer Exhaustion confirmed at: 4503.50,9/8/2021 16:03, 9/08/2021 12:03:02 PM
336,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34944,9/8/2021 15:41, 9/08/2021 11:41:03 AM
337,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 35052,9/8/2021 15:16, 9/08/2021 11:16:02 AM
338,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4496,9/8/2021 14:42, 9/08/2021 10:42:01 AM
339,TickTools S&P500, X-TICK top 14 percentile seller capitulation X-TICK confirmed at: 4498.50,9/8/2021 14:40, 9/08/2021 10:40:02 AM
340,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4500,9/8/2021 14:37, 9/08/2021 10:37:02 AM
341,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35045,9/8/2021 14:26, 9/08/2021 10:26:02 AM
342,TickTools S&P500, top 52 percentile buyer Exhaustion confirmed at: 4520.25,9/8/2021 14:03, 9/08/2021 10:03:01 AM
343,TickTools S&P500, top 91 percentile seller Exhaustion confirmed at: 4514.50,9/8/2021 13:30, 9/08/2021 09:30:11 AM
344,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4500,9/8/2021 7:26, 9/08/2021 03:26:02 AM
345,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4501.50,9/8/2021 7:24, 9/08/2021 03:24:03 AM
346,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34919,9/8/2021 7:24, 9/08/2021 03:24:02 AM
347,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4502.50,9/8/2021 7:15, 9/08/2021 03:15:01 AM
348,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34940,9/8/2021 7:13, 9/08/2021 03:13:02 AM
349,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4504.75,9/8/2021 7:13, 9/08/2021 03:13:01 AM
350,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4506.75,9/8/2021 7:11, 9/08/2021 03:11:01 AM
351,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4511.25,9/7/2021 15:16, 9/07/2021 11:16:01 AM
352,TickTools S&P500, top 42 percentile seller Exhaustion confirmed at: 4510.75,9/7/2021 14:15, 9/07/2021 10:15:01 AM
353,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35125,9/7/2021 13:46, 9/07/2021 09:46:02 AM
354,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4518.25,9/7/2021 13:46, 9/07/2021 09:46:01 AM
355,TickTools S&P500, top 65 percentile buyer Exhaustion confirmed at: 4532.50,9/3/2021 16:27, 9/03/2021 12:27:04 PM
356,TickTools S&P500, top 50 percentile seller Exhaustion confirmed at: 4529.50,9/3/2021 15:22, 9/03/2021 11:22:04 AM
357,TickTools S&P500, top 59 percentile seller Exhaustion confirmed at: 4526,9/3/2021 14:03, 9/03/2021 10:03:03 AM
358,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4520,9/3/2021 13:52, 9/03/2021 09:52:03 AM
359,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35277,9/3/2021 13:46, 9/03/2021 09:46:03 AM
360,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4522.50,9/3/2021 13:30, 9/03/2021 09:30:03 AM
361,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4523.75,9/3/2021 13:23, 9/03/2021 09:23:03 AM
362,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4527.25,9/3/2021 13:22, 9/03/2021 09:22:03 AM
363,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4528.75,9/3/2021 12:41, 9/03/2021 08:41:03 AM
364,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4533.50,9/3/2021 12:39, 9/03/2021 08:39:03 AM
365,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 35488,9/3/2021 12:31, 9/03/2021 08:31:04 AM
366,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4537.50,9/3/2021 12:31, 9/03/2021 08:31:03 AM
367,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4549.50,9/3/2021 12:31, 9/03/2021 08:31:03 AM
368,TickTools S&P500, top 42 percentile seller Exhaustion confirmed at: 4526.50,9/2/2021 19:14, 9/02/2021 03:14:04 PM
369,TickTools S&P500, top 49 percentile seller Exhaustion confirmed at: 4523.50,9/2/2021 18:39, 9/02/2021 02:39:03 PM
370,TickTools S&P500, top 35 percentile buyer Exhaustion confirmed at: 4539,9/2/2021 13:35, 9/02/2021 09:35:03 AM
371,TickTools S&P500, top 30 percentile seller Exhaustion confirmed at: 4522.75,9/1/2021 19:09, 9/01/2021 03:09:02 PM
372,TickTools S&P500, top 45 percentile buyer Exhaustion confirmed at: 4529.75,9/1/2021 13:32, 9/01/2021 09:32:02 AM
373,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35353,9/1/2021 13:22, 9/01/2021 09:22:03 AM
374,TickTools S&P500, top 35 percentile seller Exhaustion confirmed at: 4517.50,8/31/2021 17:27, 8/31/2021 01:27:01 PM
375,TickTools S&P500, top 56 percentile seller Exhaustion confirmed at: 4516.75,8/31/2021 14:27, 8/31/2021 10:27:01 AM
376,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 35395,8/31/2021 14:16, 8/31/2021 10:16:01 AM
377,TickTools S&P500, top 43 percentile seller Exhaustion confirmed at: 4530.75,8/30/2021 19:28, 8/30/2021 03:28:02 PM
378,TickTools S&P500, top 66 percentile buyer Exhaustion confirmed at: 4532.25,8/30/2021 18:53, 8/30/2021 02:53:01 PM
379,TickTools S&P500, top 61 percentile seller Exhaustion confirmed at: 4531.50,8/30/2021 18:29, 8/30/2021 02:29:01 PM
380,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4492.25,8/27/2021 14:41, 8/27/2021 10:41:04 AM
381,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4502.25,8/27/2021 14:21, 8/27/2021 10:21:04 AM
382,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 35387,8/27/2021 14:13, 8/27/2021 10:13:04 AM
383,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4498,8/27/2021 14:13, 8/27/2021 10:13:04 AM
384,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 35345,8/27/2021 14:06, 8/27/2021 10:06:03 AM
385,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4491.50,8/27/2021 14:03, 8/27/2021 10:03:03 AM
386,TickTools S&P500, top 39 percentile buyer Exhaustion confirmed at: 4481.50,8/27/2021 13:36, 8/27/2021 09:36:03 AM
387,TickTools S&P500, top 46 percentile buyer Exhaustion confirmed at: 4473,8/26/2021 19:22, 8/26/2021 03:22:03 PM
388,TickTools S&P500, top 31 percentile seller Exhaustion confirmed at: 4470.50,8/26/2021 18:53, 8/26/2021 02:53:04 PM
